id	sentence_1	sentence_2	similarity
1025	 أودّ أن أقول لكم بوضوح أنه يجب إتاحة الفرصة لكوستونيتشا ، و لهذا نأمل أن يكون هناك سعي للعفو العام ّخلال الأسابيع أو الأشهر القادمة ، و في غضون ذلك ، آمل من الناحية السياسية و المالية توفر الظروف السياسية المرتبطة بإدخال هذين البندين الجديدين في الميزانية ، وهما الديمقراطية وإعادة الإعمار .	"أنا أقول بصوت عالٍ و واضحٍ :"" هنا يجب إعطاء كوستونيتشا فرصتها ، وأنا آمل أن يُعطى العفو العام ّ في الأسبوعين  أو الأشهر القادمة ، و لكن في نفس الوقت أودّ تقديم الخطوط العريضة لهاتين الميزانيتين الجديدتين المتمثلة في الديمقراطية و إعادة الإعمار ، مصحوبةً بشروط سياسيّة و بمنظور سياسيّ و ماليّ"" ."	4.4
1026	ويجب علينا أن نتحدث بصوت واحد متشنج تجاه منظمة التجارة العالمية .	و يجب علينا أن نتحدث بصوت واحد متشنج تجاه منظمة التجارة العالمية	4.4
1027	وضع علامات على لحوم البقر الذي تقرّر ، و هو الحدّ الأدنى لوضع العلامات التي كانت حيز التنفيذ  قبل  شهرين و نصف ،    لا يجعل من الممكن تتبع منشأ الحيوانات بشكل صحيح ، ويكون في وقت متأخر جدّا ،و منع مواد فيها أخطالر معينة .	وضع علامات على لحوم البقر التي تمّ الاتفاق عليها ، و هو الحد الأدنى لوضع العلامات ، ولم تدخل حيز التنفيذ إلا من شهرين و نصف ، لا يجعل من الممكن تتبع أصل الحيوانات ، وكنّا  بطيئين  جدّا لمنع  مواد فيها أخطار معينة .	4.4
1028	بدون شك، الأفضل عدم  الحصول على أيّ اتفاق من وجود اتفاق ما خاطئ، وفي هذه الحالة، فإن المقترح الأمريكي سقط في الماء   ، وهو أمر غير مقبول تماما بالنسبة لأوروبا.	من دون شك، كان من الأفضل عدم وجود أيّ اتفاق على الإطلاق من وجود اتفاق ضعيف و صحيح ، و في هذه الحالة ، كان الاقتراح الأمريكي اقتراحا من الدرجة الثالثة ، اقتراح واحد غير مقبول تماما في أوروبا .	4.6
1029	يجوز أن معرفة اللغات الأجنبية شرط مسبق ضروري مع التنقل .	من المقبول معرفة اللغات الأجنبية باعتبارها مطلبا  ضروريّا للتنقل .	4.8
1030	أعضاء حزب العمل البريطاني لمجموعة ب س أ ، يرحب بالدعم المقدم والمساهمة في عمل اللجنة الحكومية الدولية ،  وتوثيق التعاون دون التقيد تماما مع كل هذه التفاصيل .	يرحب أعضاء حزب العمل في المملكة المتحدة ،  بمجموعة الاشتراكيين الدوليين ، باعتماد مساهمتها في العمل الجاري للجنة الحكومية الدولية ، وعلى التعاون المعزز دون الموافقة على كلّ التفاصيل .	4.4
1031	سيدي الرئيس ، سأركز في حديثي على تقرير السيدة لاليميار ،أجده مدروسا و حُدّد بوضوح.	سيدي الرئيس ، أود أن أركز في حديثي على تقرير السيدة لاليميار ،أعتقد انه صيغ بعبارات واضحة و متناسقة .	5.0
1032	يجب أن نكون سعداء ، أنّ البرلمان قد نجح في جمع أغلبية كبيرة لصالح مزيد من الشفافية .	ممّا يدعو للسرور ، أن البرلمان نجح في إنتاج اغلبية كبيرة لصالح مزيد من الانفتاح .	5.0
1033	خطّ ميزانية لبرامج إزالة الالغام والوقاية منها لسنوات .	 هناك ميزانية تتجه لتمويل برامج إزالة الألغام و الوقاية منها لسنوات عديدة الآن .	4.6
1034	التنمية التي تعتمد اعتمادا شديدا على رأس المال المقترض .	جعلها تعتمد اعتمادا كبيرا على القروض .	4.4
1035	من الضروري ، أن أكون مسرورا لنجاح البرلمان في حشد أغلبية واسعة لصالح قدر أكبر من الشفافية .	ممّا يدعو إلى السرور ، أنّ البرلمان نجح  في إنتاج أغلبية كبيرةلصالح مزيد من الانفتاح .	4.6
1036	لهذ التعاون، لهذا الدعم ،وأيضا لاستقبالكم ،سيدتي الرئيسة ،سيداتي ، و النواب الأوروبيون،الرئاسة الفرنسية ، شكرا لكم.	الرئاسة الفرنسية ، شكرا لكم ، سيدتي الرئيسة ، سيداتي سادتي ،على هذا التعاون و على دعمكم ، و أيضا على الاستقبال الحار الذي قدمتموه لنا .	4.4
1037	إنّ الأحداث الأخيرة ضد الأقلية اليونانية في هيمارا ، في حاجة ضرورية إلى تعزيز مقاييس الديمقراطية ، وتعزيز المؤسسات ، واحترام حقوق الإنسان في ألبانيا .	هناك حاجة ملحة ، في أعقاب الهجمات الأخيرة على الأقلية اليونانية في هيمارا ،إلى تعزيز مقاييس الديمقراطية ومقاييس لتعزيز المؤسسات ، و احترام حقوق الإنسان في ألبانيا .	4.8
1038	منذ الأفكار الأولى حول هذه القضية ، التي جرت على المستوى الأوروبي بمبادرة من البرلمان الأوروبي ، و اللجنة التزمت لدول الأعضاء على تعزيز العمل بهدف تطوير ما يمكن أن تعتبره ثقافة الشرطة الأوروبية استنادا إلى أعلى المعاييرفي مجال الأخلاق ، و احترام حقوق وحريات الإنسان ، و الفعالية في مكافحة الجريمة .	من المناقشات الأولى حول هذا الملف ، التي عقدت على المستوى الأوروبي ، بمبادرة من البرلمان الأوروبي ، منحت لجنة التزام الدول الأعضاء متابعة مسار العمل من أجل تطوير ما يمكن أن نسميه ثقافة الشرطة الأوروبية التي تستند على أعلى معايير الخدمة ، و احترام حقوق و حريات المواطنين ، و الكفاءة في مكافحة الجريمة .	4.8
1039	هذا هو الموقف الذي يدعو إليه المقرر ، و أيده الحزب الشعبي الأوروبي .	و هذا هو أيضا الموقف الذي دعا إليه المقرر، ويشارك فيه حزب الشعب الاوروبي .	4.6
1040	من المقبول أنّ معرفة اللغات الأجنبية شرط مسبق ضروري للتنقل .	من المقبول معرفة اللغات الأجنبية باعتبارها مطلبا ضروريّا للتنقل .	4.4
1041	أجد أنه من الغريب قليلا أن يجبر اللجنة الآن على اقتراح قرار ، وان يطلب منها في الوقت نفسه وضع ورقة خضراء بشأن الحالة الراهنة للتأمين التطوعي وللتأمين الصحي التكميلي .	من المقبول أنّ معرفة اللغات الأجنبية شرط مسبق ضروري للتنقل .	4.4
1042	مع ذلك ، أود أن أقول لمجلس النواب بعد ظهر هذا اليوم ، أننا لا يجب أن نغفل عن أنّ الاتحاد الأوروبي ينفق فقط 1% من الناتج المحلي الإجمالي للدول الأعضاء ، وأنّ معظم هذه الأموال تدار في دول الأعضاء .	لكن أريد أن أقول للبرلمان بعد ظهر اليوم ، أننا يجب أن لا نغفل عن أن الاتحاد الأوروبي ينفق 1% فقط من الناتج المحلي الإجمالي ، و يدارالكثير من ذلك في دول الأعضاء .	4.6
1043	التقرير السنوي يهدف إلى تحديد إمكانيات هذه التحسينات .	و كان الهدف من الاستعراض السنوي تحديد هذه التحسينات المحتملة .	4.8
