id	sentence_1	sentence_2	similarity	entailment
1984	Quatro pessoas estão desaparecidas e 101 ficaram feridas, segundo autoridades.	Seis pessoas morreram, quatro estão desaparecidas e centenas ficaram feridas.	3.5	None
1985	Nkurunziza se baseia em uma decisão judicial para concorrer novamente a um terceiro mandato.	Ele se baseia em uma decisão da Justiça, segundo a qual pode disputar novamente o cargo.	4.25	Entailment
1986	Com um jogador a mais no segundo tempo, o Chelsea construiu a vitória.	José Mourinho, técnico do Chelsea, saiu em defesa de seu jogador.	1.75	None
1987	O mistério era o que mantinha as pessoas atentas no primeiro filme.	O primeiro filme começa mostrando um grupo que está preso em um labirinto.	2.5	None
1988	O Atlético não atuava como anfitrião no Couto Pereira desde 2005.	Curiosamente, o Atlético mandou a partida desta quarta no Couto Pereira, estádio do arquirrival.	2.5	None
1989	Aos 48 tentou com Luan, de cabeça, parando em Douglas.	Luan cabeceou e Douglas Pires fez a defesa.	3.75	None
1990	O governo federal deve apresentar uma nova proposta aos servidores do INSS na próxima segunda-feira (14).	Servidores da carreira do Seguro Social (INSS) receberão nova proposta do governo federal.	4.0	Entailment
1991	José Aldo Rebelo Figueiredo nasceu em Viçosa (Alagoas), em 23 de fevereiro de 1956.	Aldo Rebelo foi nomeado ministro do Esporte em outubro de 2011.	2.25	None
1992	Estamos aqui iniciando uma progressiva virada de página, virada gradual e realista.	Esse programa significa uma virada de página gradual e realista.	4.0	None
1993	Baseado em fatos reais, o suspense 'Evereste' segue em pré-estreia este fim de semana.	“Evereste” segue em pré-estreia neste fim de semana.	4.0	Entailment
1994	Desde o começo do ano, o índice acumula alta de 6,83%.	Nos últimos 12 meses, o índice acumula alta de 10%.	2.75	None
1995	Milhares de cubanos saudaram neste sábado (19) a chegada do papa Francisco a Havana, em Cuba.	O papa Francisco partiu de Roma neste sábado, para iniciar sua visita a Cuba.	3.25	None
1996	"""Xuxa Meneghel"" vai ao ar todas as segundas, a partir das 22h30."	Xuxa Meneghel já mostrou ser bastante ativa nas redes sociais.	1.75	None
1997	Cunha aceitou a questão de ordem, mas não se comprometeu com prazos.	Cunha nunca levou mais de uma semana para responder qualquer questão de ordem.	3.0	None
1998	Porém, para que essa medida passe a valer, a presidente Dilma Rousseff precisa vetar o texto aprovado na Câmara.	O texto aguarda decisão da presidente Dilma Rousseff sobre sanção ou veto.	3.0	None
1999	Neste sábado (19), o Pontífice argentino inicia uma viagem de oito dias pelos dois países.	O papa Francisco desembarca em Cuba neste sábado (19) para uma viagem de quatro dias ao país.	3.75	None
2000	Um judeu ultraortodoxo esfaqueou seis participantes da Parada Gay de Jerusalém nesta quinta-feira (30/07).	Um judeu ultraortodoxo esfaqueou seis pessoas durante a Marcha do Orgulho Gay em Jerusalém.	4.5	Entailment
2001	Menos de 24 horas depois de revelada a procura, o Cruz Azul desistiu da contratação de Luís Fabiano.	O Cruz Azul descartou a contratação do atacante Luis Fabiano.	4.0	Entailment
2002	As vendas do varejo em Minas caíram pelo 8º mês seguido.	A 2ª posição é da Nova Zelândia, seguida por Austrália e EUA.	1.0	None
2003	No mesmo período do ano passado, o resultado primário acumulava superávit de R$ 17,355 bilhões.	Os governos municipais registram superávit primário de R$ 2,868 bilhões.	2.25	None
2004	A Argentina sempre é uma equipe de respeito, que sabe jogar muito bem.	Como disse Bernardinho na véspera, Brasil e Argentina é sempre Brasil e Argentina.	2.0	None
2005	Para o STF, essa questão está encerrada.	Para o presidente do Supremo, o julgamento está encerrado.	3.5	None
2006	Na parcial deste ano, houve um forte aumento de 7,1 pontos percentuais.	Em 12 meses, a alta é de 5,9 pontos porcentuais.	2.25	None
2007	A nova previsão é pior do que o recuo de 41% previsto até então pela associação.	Foi o pior setembro na comercialização de veículos em nove anos.	1.5	None
2008	O técnico Roger Machado não vai poder contar com o volante Edinho pelos próximos 30 dias.	O técnico Roger Machado demorará um mês para ter novamente Edinho à sua disposição.	4.75	Paraphrase
2009	O novo presidente assumirá o mandato a 10 de dezembro.	A Constituição impede a presidente de buscar um terceiro mandato.	2.0	None
2010	Nas eleições, Erdogan abandonou a neutralidade recomendada para seu cargo e fez campanha aberta para o AKP.	Erdogan deixou a liderança do AKP para se candidatar à presidência.	2.75	None
2011	Agora estou feliz de poder realizar este sonho.	Estou muito feliz de poder vestir a camisa do Palmeiras.	2.25	None
2012	Na noite deste domingo, a súmula da partida relatou ofensas do dirigente.	Sandro Meira Ricci ouviu e relatou na súmula as ofensas aos árbitros que ele teria dito ao celular.	3.25	None
2013	O déficit no mês passado anulou o superávit primário de R$ 6,626 bilhões acumulado de janeiro a maio.	No primeiro semestre do ano passado, houve superávit primário de R$ 29,380 bilhões.	3.0	None
2014	O colunista Fernando Oliveira, da Folha de S. Paulo, anunciou nesta manhã quem será o campeão.	Quatro dias antes da final a Folha de S. Paulo afirmava que Izabel seria a campeã.	3.0	None
2015	Robinho tem certeza de que o Palmeiras estará na Libertadores neste ano.	Robinho foi uma das 25 contratações do Palmeiras para esta temporada.	1.75	None
2016	Programação da Band nesta terça-feira foi totalmente pautada na final do programa.	A final do Masterchef é nesta terça-feira (15), a partir das 22h30, na Band.	2.5	None
2017	Com isso, ele segue sem garantias de que não será preso na Operação Lava Jato.	Todos foram presos na 14ª fase da Operação Lava Jato.	3.0	None
2018	Os negros e jovens são maioria das vítimas de homicídios dolosos, quando há intenção de matar.	Em 2013, esse grupo representou 72% das vítimas de homicídio no país.	2.5	None
2019	O Brasil reduziu o desmatamento na área da Amazônia que integra seu território para um quarto do que era antes.	As conquistas do Brasil em reduzir o desmatamento na Amazônia são realmente impressionantes.	3.25	None
2020	Outros R$ 578 milhões vão para a administração do Fies.	Serão destinados R$ 5,178 bilhões ao Fies.	3.75	None
2021	Os gols do time da casa foram marcados por Auinã e Ketlen; Adriane descontou para o time de Araraquara.	O camisa 10 marcou os dois gols do Avaí.	1.75	None
2022	Em Paris, o índice CAC-40 perdeu 3,74%, a 4.869 pontos.	Em Lisboa, o índice PSI20 caiu 5,22%, a 5.530 pontos.	1.75	None
2023	A exceção são os produtos anteriores, que envolve modelos Sony Vaio.	A Sony vendeu a marca Vaio em 2014 para o grupo Japan Industrial Partners.	2.0	None
2024	Mas ele ouviu do brasileiro que seria mais fácil ter sucesso na Fifa.	Existe mais possibilidade na Fifa do que na CBF.	3.5	None
2025	Outro critério é que o candidato tenha renda familiar mensal bruta per capita de até 2,5 salários-mínimos.	Limite é a renda per capita de 2,5 salários mínimos.	4.0	Entailment
2026	Além de modelo, Erasmo é cofundador do Mahamudra Brasil Lifestyle, esporte também praticado pelo ex de Gabriela.	Gabriela Pugliesi está namorando Erasmo Viana, modelo e cofundador do Mahamudra Brasil Lifestyle.	3.25	None
2027	Raúl construiu uma carreira legendária no Real Madrid, começando sua carreira profissional no clube espanhol em 1994, e deixando o clube em 2010.	Raúl jogou pelo Real Madrid por 16 anos.	3.5	Entailment
2028	Para a final ela preparou um menu com inspiração na cozinha mineira, receita da avó da participante.	Para a última prova, ela apostou em um menu inspirado na cozinha mineira.	4.0	Entailment
2029	Estou totalmente focado em terminar forte e ajudar o Cosmos a ganhar o torneio.	Agora todo meu foco está voltado a ajudar o Cosmos a ganhar o campeonato.	4.25	Entailment
2030	O Ganso faz muita falta.	Já Paulo Henrique Ganso não vai para o jogo.	3.25	None
2031	Catorze mortes devidas ao coronavírus MERS foram registadas até sábado na Coreia do Sul.	A Mers é causada por um coronavírus da mesma família da Sars.	2.75	None
2032	Já nas faixas à esquerda, era grave (5 pontos), com multa de R$ 127,69.	A multa é de R$ 191 e sete pontos na carteira.	2.25	None
2033	A Nintendo aproveitou para anunciar um novo cenário de luta para Smash Bros, inspirada em Super Mario Maker.	Uma fase inspirada em Super Mario Maker está chegando para Super Smash Bros.	3.0	Entailment
2034	No primeiro dia do metal no Rock in Rio, o casamento do dia não poderia ser diferente.	O segundo dia do Rock in Rio foi especial para os fãs metaleiros.	3.25	None
2035	Mais de 85% das vítimas mortais registaram-se na Arábia Saudita.	O primeiro caso de infeção humana foi registrada na Arábia Saudita em 2012.	3.25	None
2036	A jornalista Christiane Pelajo, 44 anos, não é mais apresentadora do Jornal da Globo.	Acabou a saga de Christiane Pelajo à frente do 'Jornal da Globo'.	4.0	Entailment
2037	Entre os nomes estudados, o de Guto Ferreira foi escolhido.	A Chapecoense será o segundo clube de Guto Ferreira neste Campeonato Brasileiro.	2.25	None
2038	Segundo a instituição, um artefato explosivo foi arremessado de dentro de um carro.	O objeto foi arremessado contra o prédio do instituto de dentro de um carro.	3.75	None
2039	O traficante foi morto após uma operação conjunta da Polícia Civil e Militar.	A operação que emboscou o traficante mobilizou as polícias Civil, Federal e Militar.	3.75	None
2040	"Christiane Pelajo, 44, está deixando o ""Jornal da Globo""."	Christiane Pelajo irá se dedicar agora a um novo projeto.	3.25	None
2041	Aos 43, a Fiel foi saciada ao ver Vagner Love fazer o terceiro e fechar a goleada.	De frente para o gol, Vagner Love demorou para chutar e acabou desarmado.	2.5	None
2042	Vanderlei Luxemburgo foi anunciado como técnico do Tianjin Songjiang, da segunda divisão da China.	A trajetória de Vanderlei Luxemburgo na China iniciou nesta quinta-feira.	3.0	None
2043	Sai Henrique Meirelles, ex-presidente do Banco Central, e entra Luiza Trajano, dona da rede Magazine Luiza.	A empresária Luiza Trajano, presidente do Magazine Luiza, será a nova representante.	3.75	None
2044	Essa é a sensação que as principais atrações do Rock in Rio terão no festival.	Todos os convidados já passaram pelo Rock in Rio em outras edições.	2.75	None
2045	"Em maio do ano passado, o ator lançou um álbum intitulado ""Metal Knight""."	No ano passado, lançou o álbum Metal Knight.	4.0	Entailment
2046	Além dele, o zagueiro Marlon retornou da seleção olímpica e está à disposição do treinador.	Marlon também volta após período na seleção brasileira olímpica.	3.5	None
2047	Falta só voltar a pegar ritmo de jogo.	Ainda pegando ritmo de jogo no seu retorno ao Grêmio.	2.5	None
2048	Na segunda etapa, com os reservas, Matheus Sávio e Douglas Baggio ampliaram.	Ronaldo, Douglas Baggio e Matheus Sávio tiveram sua primeira oportunidade com o treinador.	2.25	None
2049	O Corinthians não depende de um jogador e nem um número 9 tem de fazer todos os gols.	A gente vai ficar torcendo para ele voltar a fazer gols.	2.0	None
2050	Helena publicou os romances “A Chave do Poço do Abismo” e “Clareza 5”.	"Estreou na literatura em 1968, com o romance ""A chave do poço do abismo""."	3.75	None
2051	Os documentos incluem cópias de passaporte, comprovantes de endereço no Rio de Janeiro e assinaturas de Cunha.	Na conta da empresa Triumph SP, há uma cópia do passaporte de Cunha.	2.75	None
2052	Seja qual for o resultado do jogo desta quarta, o Grêmio seguirá na terceira colocação do Campeonato Brasileiro.	O Grêmio voltou a vencer no Campeonato Brasileiro, nesta quarta-feira.	2.5	None
2053	A bola bateu na trave e foi para o fundo das redes, sem nenhuma chance para Alisson.	A bola ainda bateu na trave antes de balançar as redes.	3.5	None
2054	O modelo do jato era um Embraer Phenom 300 e estava em nome da família de Bin Laden.	Ainda não há confirmação da família Bin Laden sobre a identidade das vítimas.	2.75	None
2055	Ainda pela manhã, outra briga deixou feridos em Betim.	Na manhã deste domingo, uma briga entre torcedores rivais envolveu tiros e deixou feridos em Belo Horizonte-MG.	3.0	None
2056	Para ganhar contratos com a CBF, a regra é simples: pagar subornos.	Ainda entregou a direção da CBF, acusando-a de ter recebido parte do suborno.	3.25	None
2057	A mensagem 306/2015 foi publicada no Diário Oficial da União de hoje.	Indicação para PGR foi publicada nesta terça-feira (11) no Diário Oficial.	1.75	None
2058	O clube carioca não terá o zagueiro Gum contra o Palmeiras.	Já os cariocas recebem o Palmeiras, no mesmo dia e horário, no Maracanã.	2.5	None
2059	A equipe alvinegra empatou após ter vencido as últimas cinco partidas na competição.	Caso vença o duelo, a equipe alvinegra terá sua melhor sequência na competição.	3.25	None
2060	Esse ajuste cambial não fomos nós que provocamos, nós sofremos o efeito dele.	Para a presidente, o ajuste fiscal do governo também não é estrutural.	2.5	None
2061	Em julho, o dólar acumula alta de 3,19%.	Com isso, o dólar comercial encerra a semana com valorização de 4,79%.	3.0	None
2062	Para começar, entretanto, é necessário que um dos participantes da conversa tenha uma conta no Skype.	Com isso, o participante poderá ter acesso a todas as funções do Skype.	2.5	None
2063	Sobre o Corinthians, Argel fez elogios a equipe do técnico Tite.	Vice de futebol do Inter, Carlos Pellegrini elogiou o trabalho de Argel Fucks.	2.0	None
2064	Sasha e D'Alessandro, lesionados, não poderão atuar, mas Réver vai atuar ao lado de Paulão na zaga.	Réver vai atuar ao lado de Paulão na zaga.	3.75	Entailment
2065	O objetivo é agilizar processos de casos de violência doméstica contra a mulher.	Outros 8.223 processos de violência contra mulher estão em andamento.	3.0	None
2066	Ele condicionou o sucesso da Operação Lava Jato, da Polícia Federal, à manutenção do procurador-geral no cargo.	Renan é um dos 48 políticos investigados pelo procurador-geral na Operação Lava Jato.	2.0	None
